ApplicationType,LoanGoal,RequestedAmount,CreditScore,timesincefirstcase,duration,FirstWithdrawalAmount,MonthlyCost,NumberOfTerms,OfferedAmount,open_cases,month,weekday,hour,treatment
New credit,"Other, see explanation",34600.0,899,59.992861,30.849174,196.45,422.26,99,34600.0,1595,4,4,6,0
New credit,Home improvement,5000.0,1029,60.003421,51.860756,5000.0,98.8,59,5000.0,1625,3,2,13,1
New credit,Home improvement,32000.0,916,60.003662,15.968186,10474.0,320.0,126,32000.0,1720,3,2,12,1
New credit,"Other, see explanation",6000.0,899,60.008187,31.831885,6000.0,289.53,22,6000.0,1716,3,2,10,0
Limit raise,Home improvement,26000.0,899,60.01066,16.875072,18000.0,600.0,48,26000.0,1639,3,4,18,0
New credit,Home improvement,5000.0,899,60.011648,30.83048,8304.0,100.0,58,5000.0,1641,3,5,12,0
Limit raise,Car,26000.0,899,60.01237,9.101904,8304.0,300.0,126,30000.0,1659,3,2,11,0
New credit,"Other, see explanation",42500.0,1064,60.012751,14.049397,19000.0,600.0,34,19000.0,1697,3,0,13,1
New credit,Car,10500.0,899,60.015016,30.82713,10500.0,244.46,48,10500.0,1701,3,1,11,0
New credit,Car,5000.0,899,60.016309,7.015823,5000.0,97.4,60,5000.0,1720,3,2,8,0
New credit,Existing loan takeover,40000.0,899,60.01699,3.06811,40000.0,418.37,120,40000.0,1649,3,4,11,0
New credit,Car,22200.0,597,60.020534,9.096936,7484.0,233.23,120,22200.0,1651,3,4,10,1
New credit,"Other, see explanation",47000.0,958,60.021326,23.053929,47000.0,491.59,120,47000.0,1652,3,2,9,1
New credit,Not speficied,10000.0,968,60.024714,8.124886,2500.0,200.0,57,10000.0,1682,3,1,9,1
New credit,Existing loan takeover,20300.0,748,60.028162,9.091937,4266.48,381.17,60,20300.0,1655,3,3,9,1
New credit,Home improvement,15000.0,899,60.045231,13.91887,11505.0,150.0,127,15000.0,1641,3,5,12,0
New credit,Car,10000.0,899,60.051207,30.791029,10000.0,200.01,57,10000.0,1586,4,4,6,0
New credit,Home improvement,0.0,885,60.054067,20.873084,30000.0,313.78,120,30000.0,1652,3,4,10,1
New credit,Car,7000.0,952,60.056373,6.840832,7000.0,252.85,30,7000.0,1676,3,0,13,1
New credit,Unknown,0.0,899,60.064197,30.778051,8304.0,150.0,54,7000.0,1585,4,4,6,0
Limit raise,Home improvement,34500.0,899,60.07147,7.959054,3000.0,345.0,126,34500.0,1652,3,5,14,0
New credit,Unknown,0.0,899,60.074096,8.19442,10000.0,440.0,56,22000.0,1668,3,2,10,0
New credit,Home improvement,35000.0,899,60.085732,30.756586,35000.0,366.08,120,35000.0,1716,3,1,19,0
New credit,"Other, see explanation",5000.0,842,60.08824,14.98163,2000.0,100.0,58,5000.0,1700,3,2,17,0
New credit,Home improvement,10000.0,899,60.090312,30.752019,4500.0,441.21,24,10000.0,1641,3,5,12,0
New credit,Extra spending limit,5000.0,899,60.092602,9.918005,5000.0,222.31,24,5000.0,1708,3,2,11,0
New credit,Car,10000.0,899,60.095439,31.744838,10000.0,108.81,120,10000.0,1716,3,2,10,0
Limit raise,Car,15000.0,899,60.112715,13.082845,8304.0,200.0,89,15000.0,1680,3,0,9,0
New credit,Existing loan takeover,5000.0,924,60.119438,12.818406,8304.0,50.0,138,5000.0,1639,3,4,9,1
Limit raise,Extra spending limit,32000.0,899,60.123177,8.015584,2000.0,350.0,113,32000.0,1665,3,2,13,1
New credit,Not speficied,15000.0,1008,60.127738,6.768715,15000.0,200.6,89,15000.0,1674,3,0,13,1
New credit,Home improvement,17500.0,899,60.129208,31.710614,13000.0,302.67,48,13000.0,1716,3,2,9,0
New credit,Existing loan takeover,15000.0,759,60.131653,14.072483,8304.0,115.0,134,11500.0,1695,3,1,7,1
New credit,Home improvement,10000.0,899,60.134017,14.097602,10000.0,125.16,100,10000.0,1657,3,2,11,1
New credit,Existing loan takeover,38500.0,899,60.139912,32.699772,8304.0,450.0,107,39300.0,1650,3,3,12,0
New credit,"Other, see explanation",25000.0,899,60.140502,12.971675,23300.0,261.48,120,25000.0,1651,3,3,9,0
Limit raise,Existing loan takeover,13300.0,899,60.142174,8.993776,8304.0,133.0,134,13300.0,1667,3,2,9,0
Limit raise,Existing loan takeover,18000.0,899,60.155665,8.027544,3000.0,180.0,127,18000.0,1641,3,5,12,0
New credit,Car,5000.0,705,60.160847,20.801925,5000.0,78.32,78,5000.0,1708,3,0,12,1
New credit,Existing loan takeover,10000.0,899,60.169248,7.016949,13677.0,157.59,120,15000.0,1716,3,2,9,0
New credit,Unknown,0.0,730,60.169465,12.995213,8304.0,85.0,116,7500.0,1699,3,2,14,1
New credit,Home improvement,15000.0,899,60.17453,13.719372,15000.0,157.59,120,15000.0,1644,3,3,11,0
New credit,Car,11500.0,899,60.174595,31.665129,11500.0,283.69,45,11500.0,1700,3,2,13,0
New credit,Car,10000.0,899,60.183963,1.979406,10000.0,191.27,60,10000.0,1716,3,2,9,0
New credit,Car,5000.0,1022,60.187901,14.011931,8304.0,100.0,72,6000.0,1651,3,4,11,1
New credit,Existing loan takeover,10000.0,899,60.20937,15.969438,8304.0,700.0,24,16000.0,1710,3,0,6,1
New credit,Home improvement,42000.0,899,60.232251,9.690261,42000.0,786.78,60,42000.0,1716,3,2,9,0
New credit,"Other, see explanation",50000.0,899,60.242226,30.599704,8304.0,1000.0,39,36000.0,1600,4,4,6,0
New credit,Not speficied,6500.0,899,60.245306,31.594664,1577.0,153.59,48,6500.0,1715,3,2,10,0
New credit,Home improvement,5000.0,984,60.246968,14.944056,5000.0,222.31,24,5000.0,1668,3,2,9,1
New credit,Home improvement,20000.0,761,60.250153,14.671731,20000.0,400.0,56,20000.0,1651,3,4,10,1
New credit,Car,25000.0,899,60.251756,7.844637,25000.0,550.0,50,25000.0,1641,3,5,12,0
New credit,Existing loan takeover,40000.0,899,60.262798,31.577105,8304.0,400.0,126,40000.0,1701,3,2,14,0
New credit,Car,7000.0,920,60.27753,22.962202,7000.0,311.24,24,7000.0,1624,3,3,7,1
New credit,Car,15000.0,899,60.289526,6.09608,12000.0,300.0,56,15000.0,1678,3,0,14,1
New credit,Home improvement,5000.0,899,60.298908,32.54081,5000.0,192.52,28,5000.0,1641,3,3,14,0
Limit raise,Car,9000.0,899,60.308809,9.950032,8304.0,90.0,138,9000.0,1644,3,4,13,0
New credit,Home improvement,5000.0,899,60.32877,8.891214,5000.0,56.3,120,5000.0,1673,3,1,10,0
New credit,Car,15000.0,899,60.332809,30.509302,10000.0,500.95,71,31000.0,1641,3,5,12,0
New credit,Extra spending limit,7000.0,899,60.335897,31.504235,5000.0,56.3,120,5000.0,1700,3,2,13,0
Limit raise,Home improvement,10000.0,715,60.336692,9.812738,750.0,100.0,134,10000.0,1649,3,3,10,1
Limit raise,Home improvement,50000.0,899,60.342976,9.830679,8304.0,500.0,126,50000.0,1712,3,2,19,0
New credit,"Other, see explanation",5500.0,972,60.349297,20.838154,8304.0,150.0,41,5500.0,1795,3,0,13,1
New credit,Not speficied,6000.0,899,60.355462,31.484624,8304.0,75.0,102,6000.0,1701,3,2,15,0
New credit,Extra spending limit,15000.0,899,60.361423,31.478682,8304.0,150.0,127,15000.0,1654,3,5,15,0
New credit,Home improvement,10000.0,961,60.368609,20.556459,10027.0,499.34,39,18000.0,1633,3,3,16,1
New credit,Car,5000.0,943,60.373553,8.828956,8304.0,50.0,138,5000.0,1657,3,5,15,0
New credit,Home improvement,5000.0,979,60.375417,9.685526,7000.0,78.82,120,7000.0,1655,3,3,9,1
Limit raise,Car,55000.0,899,60.378385,13.571816,8304.0,1100.0,56,55000.0,1706,3,0,11,1
New credit,Home improvement,25000.0,899,60.391864,32.448345,15500.0,572.31,48,25000.0,1700,3,2,13,0
New credit,Extra spending limit,10000.0,899,60.397707,0.741706,8000.0,108.81,120,10000.0,1704,3,2,13,0
New credit,Existing loan takeover,5000.0,951,60.397828,9.712827,8304.0,125.0,45,5000.0,1633,3,3,15,1
New credit,Home improvement,15000.0,899,60.412467,32.427706,15000.0,157.59,120,15000.0,1645,3,3,15,0
New credit,Existing loan takeover,35000.0,957,60.416712,8.595614,8304.0,700.0,56,35000.0,1654,3,5,15,0
New credit,Car,5000.0,982,60.423574,20.461176,5000.0,170.18,32,5000.0,1630,3,3,15,1
New credit,Home improvement,5000.0,1090,60.426609,20.43797,5000.0,199.14,27,5000.0,1656,3,1,14,1
New credit,Existing loan takeover,50000.0,899,60.433776,31.40647,9300.0,522.97,120,50000.0,1704,3,2,17,0
New credit,"Other, see explanation",5000.0,1032,60.43663,9.745327,8304.0,50.0,138,5000.0,1632,3,3,13,1
New credit,Home improvement,10000.0,961,60.443261,9.677241,10000.0,108.81,120,10000.0,1673,3,1,11,1
New credit,Car,5000.0,914,60.456001,3.615552,5000.0,74.51,83,5000.0,1644,3,3,14,1
New credit,Existing loan takeover,7000.0,899,60.469344,31.370464,4000.0,299.55,25,7000.0,1706,3,2,12,0
New credit,Existing loan takeover,22500.0,899,60.482698,9.675446,284.0,250.16,85,18000.0,1644,3,4,9,1
New credit,Existing loan takeover,17782.0,843,60.550625,20.434887,4125.28,219.85,98,17800.0,1638,3,4,13,1
New credit,Remaining debt home,23000.0,899,60.55678,20.404488,23000.0,241.63,120,23000.0,1642,3,4,13,1
New credit,Existing loan takeover,10000.0,875,60.574633,7.609754,1000.0,300.0,37,10000.0,1713,3,2,19,0
New credit,Car,5000.0,899,60.582462,31.25728,8304.0,125.0,45,5000.0,1706,3,2,12,0
New credit,"Other, see explanation",6000.0,899,60.628403,9.500953,6000.0,183.39,36,6000.0,1660,3,2,11,1
Limit raise,Car,16500.0,899,60.921247,8.023502,8304.0,165.0,127,16500.0,1675,3,0,8,0
New credit,"Other, see explanation",17500.0,899,60.922974,30.91703,17500.0,350.0,56,17500.0,1702,3,2,14,0
Limit raise,Home improvement,0.0,899,60.923119,7.262267,8304.0,160.0,102,13000.0,1675,3,0,8,0
New credit,Unknown,0.0,863,60.931252,39.425537,310.0,319.95,98,26000.0,1527,4,4,14,1
New credit,Unknown,0.0,1000,60.932247,20.009554,3749.75,157.59,120,15000.0,1723,3,2,14,1
New credit,Home improvement,8000.0,805,60.940154,19.988657,8000.0,149.52,63,8000.0,1633,3,4,8,1
Limit raise,Car,37500.0,899,60.940471,14.115566,2500.0,375.0,126,37500.0,1677,3,0,8,0
New credit,Car,7500.0,976,60.952474,7.058511,7500.0,199.5,42,7500.0,1677,3,2,8,1
New credit,Car,5000.0,899,60.955019,30.885011,8304.0,75.0,81,5000.0,1555,4,5,6,0
New credit,Car,15000.0,899,60.957835,33.953077,15000.0,656.68,24,15000.0,1642,3,5,12,0
New credit,Unknown,0.0,899,60.972535,30.867345,3071.0,408.62,18,7000.0,1563,4,5,6,0
New credit,"Other, see explanation",0.0,920,60.975622,15.960716,8304.0,300.0,126,30000.0,1652,3,5,14,0
Limit raise,"Other, see explanation",15000.0,899,60.98529,1.003123,8304.0,200.0,89,15000.0,1654,3,3,9,0
New credit,Existing loan takeover,30000.0,884,60.989055,8.10236,30000.0,300.0,126,30000.0,1676,3,2,8,0
New credit,Extra spending limit,5000.0,899,60.991814,30.84813,5000.0,152.82,36,5000.0,1708,3,2,18,0
New credit,Unknown,0.0,899,60.994825,13.142055,8304.0,300.0,82,21000.0,1650,3,4,10,0
New credit,Not speficied,11588.0,899,60.99594,31.844031,11600.0,173.84,80,11600.0,1641,3,3,15,0
New credit,"Other, see explanation",0.0,937,61.004012,12.134526,4605.0,498.02,56,25000.0,1642,3,4,9,1
New credit,Existing loan takeover,12500.0,899,61.009449,30.830697,600.0,141.45,120,13000.0,1702,3,2,14,0
New credit,Home improvement,31000.0,899,61.017924,30.822248,31000.0,494.92,72,31000.0,1547,4,5,6,0
New credit,Unknown,0.0,899,61.028635,37.926354,8304.0,90.0,138,9000.0,1628,3,4,15,1
New credit,Car,30000.0,775,61.029793,7.128318,7384.26,313.78,120,30000.0,1667,3,2,9,1
New credit,Unknown,0.0,943,61.048384,13.196035,3569.0,217.57,84,15500.0,1702,3,1,10,1
New credit,Home improvement,12000.0,992,61.050109,7.169605,250.0,500.0,26,12000.0,1701,3,2,15,0
New credit,Caravan / Camper,15000.0,899,61.053874,46.902846,15000.0,281.65,60,15000.0,1584,4,0,8,1
New credit,Existing loan takeover,50000.0,859,61.058348,14.260474,626.25,522.97,120,50000.0,1724,3,2,13,1
New credit,Unknown,0.0,1025,61.069031,36.027993,5194.0,136.01,120,12500.0,1631,3,1,9,1
New credit,Car,6500.0,744,61.103901,19.825931,5142.0,134.31,56,6500.0,1636,3,4,8,1
New credit,"Other, see explanation",10000.0,899,61.112861,7.86123,10000.0,191.27,60,10000.0,1650,3,3,12,0
Limit raise,Home improvement,23000.0,700,61.115149,18.79609,8304.0,200.0,127,20000.0,1727,3,3,8,1
New credit,Existing loan takeover,5000.0,899,61.127079,30.713256,8304.0,357.28,87,26300.0,1676,3,0,8,0
New credit,Existing loan takeover,12000.0,728,61.128612,34.704321,2706.0,210.12,120,20000.0,1561,4,0,14,1
New credit,Home improvement,15000.0,958,61.130005,15.756159,8304.0,150.0,127,15000.0,1726,3,2,14,1
New credit,Car,5000.0,899,61.136827,30.703357,5000.0,100.25,58,5000.0,1657,3,5,15,0
New credit,Car,10000.0,912,61.151122,11.975883,8304.0,191.27,60,10000.0,1711,3,2,19,0
New credit,Car,7500.0,924,61.156405,7.089676,10000.0,100.0,134,10000.0,1676,3,2,8,0
New credit,Unknown,0.0,977,61.167941,19.779277,8304.0,432.21,49,19200.0,1691,3,0,14,1
New credit,"Other, see explanation",5000.0,1057,61.168907,18.993948,5000.0,97.4,60,5000.0,1724,3,4,9,1
New credit,Unknown,0.0,846,61.176048,7.997941,5000.0,100.0,134,10000.0,1701,3,2,14,1
New credit,Existing loan takeover,5000.0,899,61.179273,7.813046,3000.0,97.4,60,5000.0,1676,3,0,8,0
New credit,Car,10000.0,908,61.181579,12.948703,10000.0,200.01,57,10000.0,1691,3,0,14,1
Limit raise,Car,40000.0,899,61.193967,14.966496,9200.0,400.0,126,40000.0,1698,3,1,8,1
New credit,Car,15000.0,1004,61.194068,6.841633,15000.0,250.0,69,15000.0,1707,3,2,18,0
Limit raise,Car,28500.0,899,61.195571,7.963179,10500.0,350.0,98,28500.0,1665,3,2,11,0
New credit,Unknown,0.0,959,61.19632,11.881853,8304.0,150.0,127,15000.0,1693,3,0,7,0
Limit raise,Home improvement,17000.0,899,61.199846,14.026139,5000.0,300.0,65,17000.0,1713,3,2,19,0
Limit raise,other,20000.0,899,61.202746,30.637505,3000.0,200.0,127,20000.0,1677,3,0,8,0
New credit,Motorcycle,15000.0,988,61.207696,11.906216,15000.0,157.59,120,15000.0,1696,3,0,10,1
Limit raise,"Other, see explanation",15000.0,899,61.208631,47.690862,8304.0,175.0,105,15000.0,1629,3,1,9,1
New credit,Home improvement,12000.0,844,61.213591,8.809627,5000.0,196.37,72,12000.0,1633,3,3,13,1
Limit raise,Unknown,50000.0,899,61.214123,31.626067,8304.0,750.0,96,60000.0,1678,3,0,8,0
New credit,Car,10000.0,953,61.21531,49.001495,10043.22,305.89,45,12400.0,1547,4,3,12,1
New credit,Car,13500.0,899,61.21647,30.623853,7589.48,498.55,29,13500.0,1539,4,5,6,0
New credit,Existing loan takeover,15000.0,899,61.217598,8.716463,8304.0,110.0,134,11000.0,1664,3,2,12,0
New credit,Existing loan takeover,35000.0,899,61.218767,30.62153,8304.0,150.0,127,15000.0,1713,3,2,19,0
New credit,Remaining debt home,23000.0,830,61.224271,37.932785,8304.0,241.63,120,23000.0,1630,3,4,14,1
New credit,Unknown,0.0,882,61.241466,28.820682,50000.0,522.97,120,50000.0,1731,3,2,17,0
New credit,Car,28800.0,792,61.246386,8.996185,12885.0,288.0,126,28800.0,1657,3,2,11,0
New credit,Existing loan takeover,10000.0,1048,61.251507,15.929585,8304.0,200.0,57,10000.0,1714,3,4,7,1
New credit,Remaining debt home,30000.0,899,61.255943,14.92132,5000.0,357.0,126,35700.0,1697,3,0,13,1
New credit,"Other, see explanation",5000.0,765,61.256539,7.890235,8304.0,100.0,58,5000.0,1659,3,3,8,1
New credit,Car,41000.0,899,61.264502,30.575559,31500.0,329.47,120,31500.0,1554,4,5,6,0
New credit,"Other, see explanation",5000.0,899,61.269346,31.570635,5000.0,56.3,120,5000.0,1650,3,3,12,0
New credit,Existing loan takeover,30000.0,899,61.276014,31.563981,8304.0,300.0,126,30000.0,1647,3,3,16,0
New credit,Remaining debt home,40000.0,899,61.277714,31.562292,27000.0,209.28,180,27000.0,1676,3,0,8,0
Limit raise,Home improvement,35000.0,899,61.278947,19.744158,8304.0,500.0,82,35000.0,1726,3,4,9,0
New credit,Car,31000.0,964,61.283061,11.633076,20255.53,494.92,72,31000.0,1635,3,4,14,1
New credit,Home improvement,15000.0,931,61.287706,19.644344,15000.0,157.59,120,15000.0,1695,3,0,9,1
New credit,Home improvement,15000.0,853,61.293763,19.587589,15000.0,171.27,108,15000.0,1698,3,1,8,1
New credit,Home improvement,20000.0,899,61.305637,2.071844,8304.0,225.0,74,14000.0,1644,3,4,18,0
Limit raise,Existing loan takeover,27500.0,899,61.315171,13.611803,1900.0,500.0,62,27500.0,1702,3,0,12,1
New credit,Home improvement,5000.0,899,61.329546,11.694084,5000.0,69.89,90,5000.0,1650,3,4,10,1
New credit,Unknown,0.0,818,61.335346,13.938664,8304.0,200.0,57,10000.0,1674,3,0,8,0
New credit,Existing loan takeover,5000.0,899,61.351391,31.488429,5000.0,97.4,60,5000.0,1676,3,0,8,0
New credit,Car,5000.0,899,61.35433,31.485513,8304.0,100.0,58,5000.0,1675,3,0,8,0
New credit,Car,7500.0,882,61.367387,6.84187,2941.66,99.71,96,7500.0,1664,3,2,13,1
New credit,Car,14000.0,991,61.367967,7.718035,14000.0,288.92,55,14000.0,1664,3,2,12,1
New credit,Car,10000.0,1005,61.385048,7.665665,10000.0,197.0,58,10000.0,1649,3,3,10,0
New credit,Home improvement,50000.0,899,61.389577,31.450314,8304.0,750.0,60,40000.0,1676,3,0,9,0
New credit,Extra spending limit,5000.0,873,61.392757,19.489423,5000.0,199.14,27,5000.0,1688,3,1,14,1
New credit,Remaining debt home,15000.0,902,61.396532,21.611874,8304.0,281.65,60,15000.0,1629,3,4,15,1
New credit,Existing loan takeover,10000.0,899,61.403137,36.437003,8304.0,232.82,48,10000.0,1646,3,3,15,0
New credit,Home improvement,40000.0,899,61.426446,31.413171,40000.0,418.37,120,40000.0,1678,3,0,9,0
New credit,Not speficied,13000.0,899,61.427053,31.412543,8000.0,198.95,78,13000.0,1645,3,3,10,0
New credit,Car,6500.0,899,61.43001,8.959198,8304.0,130.0,58,6500.0,1668,3,2,9,1
New credit,Home improvement,11500.0,1056,61.435896,11.544067,11500.0,347.54,36,11500.0,1638,3,4,8,1
New credit,Car,7500.0,690,61.448557,13.506281,7500.0,646.58,12,7500.0,1643,3,4,18,1
New credit,Remaining debt home,40000.0,899,61.456194,35.383546,8304.0,247.52,80,0.0,1646,3,3,13,0
New credit,Remaining debt home,36500.0,869,61.473648,75.569835,4267.38,282.92,180,36500.0,1635,3,2,14,1
New credit,Home improvement,7500.0,818,61.513767,7.462844,4000.0,100.0,94,7500.0,1679,3,0,9,0
New credit,Car,18000.0,899,61.577873,31.262252,8304.0,300.0,69,18000.0,1649,3,3,17,0
New credit,Car,10000.0,899,61.672897,31.16719,7000.0,213.95,36,7000.0,1645,3,3,15,0
New credit,Car,10000.0,899,61.831117,31.008981,10000.0,200.0,57,10000.0,1648,3,3,16,0
New credit,Home improvement,6000.0,948,61.858238,6.186686,6000.0,70.0,112,6000.0,1653,3,3,12,0
New credit,"Other, see explanation",20000.0,899,61.915196,41.925093,20000.0,375.53,60,20000.0,1680,3,0,9,0
New credit,"Other, see explanation",24000.0,899,61.937618,19.049087,5629.53,252.14,120,24000.0,1630,3,4,14,1
New credit,Car,9000.0,899,61.945109,30.894812,10000.0,191.27,60,10000.0,1646,3,3,13,0
New credit,Car,7000.0,969,61.976811,6.243697,10000.0,150.0,127,15000.0,1657,3,3,19,0
New credit,Car,5000.0,899,61.982217,31.857519,8304.0,50.0,138,5000.0,1634,3,4,14,0
New credit,Home improvement,15000.0,841,61.995042,19.174451,10000.0,108.81,120,10000.0,1690,3,1,15,1
New credit,Car,10000.0,899,62.018203,30.821843,10000.0,500.82,21,10000.0,1651,3,3,18,0
New credit,other,15000.0,899,62.023678,13.015448,8304.0,247.52,80,0.0,1652,3,4,10,0
New credit,Extra spending limit,5000.0,899,62.023976,42.916056,200.0,50.0,138,5000.0,1652,3,4,12,1
Limit raise,"Other, see explanation",30000.0,899,62.027254,30.812732,8304.0,230.0,125,22800.0,1679,3,0,9,0
New credit,Unknown,0.0,964,62.028556,18.920014,5059.0,447.02,72,28000.0,1649,3,3,10,1
New credit,"Other, see explanation",5000.0,952,62.033711,20.016688,1000.0,50.0,138,5000.0,1795,3,0,10,1
Limit raise,Home improvement,15000.0,899,62.042778,6.085795,2000.0,150.0,127,15000.0,1667,3,1,13,0
Limit raise,Car,15000.0,899,62.045041,10.890457,8304.0,300.0,56,15000.0,1635,3,4,17,1
New credit,Existing loan takeover,5000.0,899,62.048414,30.791347,24.0,142.86,54,6700.0,1574,4,6,6,0
New credit,"Other, see explanation",10000.0,899,62.049901,30.789871,8304.0,100.0,96,7600.0,1644,3,3,14,0
New credit,Unknown,0.0,899,62.050219,30.789525,5500.0,149.49,41,5500.0,1679,3,0,9,0
New credit,Existing loan takeover,16500.0,910,62.052716,12.000532,8304.0,247.5,78,16500.0,1696,3,1,7,0
New credit,Car,6000.0,899,62.059263,27.829858,6000.0,183.39,36,6000.0,1636,3,2,12,1
New credit,Unknown,25000.0,780,62.065156,27.972291,18000.0,298.99,69,18000.0,1549,3,5,10,0
New credit,Unknown,0.0,899,62.065223,1.91961,8304.0,300.0,56,15000.0,1632,3,5,9,0
New credit,Existing loan takeover,25000.0,899,62.065977,11.133949,9908.0,252.14,120,24000.0,1638,3,4,9,1
New credit,Remaining debt home,25000.0,899,62.075502,30.764399,17700.0,528.84,36,17700.0,1643,3,3,14,0
New credit,Car,6000.0,951,62.081309,4.817147,6000.0,159.6,42,6000.0,1647,3,3,16,1
New credit,Car,5000.0,899,62.097896,13.839512,8304.0,50.0,138,5000.0,1647,3,4,12,0
New credit,Not speficied,8000.0,899,62.098127,30.741729,8000.0,189.03,48,8000.0,1639,3,3,15,0
New credit,Home improvement,5000.0,899,62.11554,11.064633,5000.0,60.81,108,5000.0,1647,3,3,12,0
New credit,Home improvement,37500.0,899,62.131342,30.708467,37537.0,468.58,120,44800.0,1572,4,6,6,0
New credit,Unknown,0.0,899,62.153504,30.686136,8304.0,500.0,56,25000.0,1579,4,6,6,0
New credit,Home improvement,6000.0,785,62.157328,11.853368,7000.0,100.0,134,10000.0,1644,3,4,13,0
New credit,Unknown,0.0,899,62.168409,33.8639,5000.0,291.87,18,5000.0,1679,3,0,9,0
New credit,Existing loan takeover,7500.0,850,62.170042,10.927101,1324.0,148.2,59,7500.0,1631,3,4,16,1
New credit,Home improvement,5000.0,899,62.18449,31.655334,5000.0,300.0,18,5000.0,1683,3,1,8,0
Limit raise,Car,23000.0,899,62.19493,12.727699,10200.0,340.0,79,23000.0,1668,3,2,9,1
New credit,Car,5000.0,960,62.216901,20.760819,4000.0,75.0,81,5000.0,1643,3,2,11,1
New credit,"Other, see explanation",5000.0,899,62.229563,7.854246,5000.0,222.31,24,5000.0,1652,3,4,11,0
New credit,Car,6500.0,952,62.231944,6.864542,6500.0,500.0,14,6500.0,1661,3,3,7,1
New credit,Car,5000.0,899,62.23628,31.603582,5000.0,83.61,72,5000.0,1658,3,4,8,0
New credit,Unknown,0.0,899,62.236409,0.01231,8304.0,325.0,65,18500.0,1645,3,3,15,0
New credit,Car,5000.0,950,62.244799,6.684768,5000.0,100.0,58,5000.0,1650,3,3,17,0
New credit,Car,5000.0,655,62.24591,18.717837,5000.0,152.82,36,5000.0,1699,3,1,9,1
New credit,"Other, see explanation",5000.0,785,62.249897,10.657401,5000.0,97.4,60,5000.0,1651,3,4,11,1
New credit,Home improvement,50000.0,1037,62.253313,13.74151,40000.0,1000.0,56,50000.0,1722,3,2,13,1
New credit,Car,18500.0,830,62.26133,5.981267,12409.0,323.73,65,18500.0,1657,3,2,11,1
New credit,Car,7000.0,899,62.263683,34.576629,7000.0,213.95,36,7000.0,1690,3,0,18,0
New credit,Home improvement,7000.0,880,62.273245,10.866379,7000.0,136.35,60,7000.0,1651,3,4,10,1
New credit,Caravan / Camper,10000.0,892,62.273702,18.614683,15000.0,448.17,36,15000.0,1659,3,3,8,1
New credit,Unknown,11000.0,761,62.283501,12.878305,8304.0,150.0,90,11000.0,1633,3,4,8,1
New credit,"Other, see explanation",5000.0,899,62.287265,30.552801,8304.0,50.0,138,5000.0,1650,3,3,17,0
New credit,Car,35000.0,899,62.292932,5.67402,35000.0,565.59,71,35000.0,1674,3,2,7,1
New credit,Existing loan takeover,49000.0,899,62.299408,5.724313,8304.0,898.71,49,40000.0,1653,3,4,9,0
New credit,Existing loan takeover,25000.0,899,62.303238,20.625616,16500.0,692.45,39,25000.0,1690,3,0,18,0
New credit,Unknown,0.0,899,62.315736,30.524372,23000.0,241.63,120,23000.0,1555,4,6,6,0
New credit,Home improvement,5000.0,899,62.348102,7.722364,5000.0,100.0,58,5000.0,1651,3,3,18,0
New credit,Existing loan takeover,10000.0,856,62.358671,17.894336,3759.7,149.02,112,13000.0,1698,3,1,9,1
New credit,Car,13000.0,899,62.365911,31.473991,8304.0,250.0,60,13000.0,1652,3,4,9,0
New credit,"Other, see explanation",15000.0,922,62.370595,6.71735,15000.0,300.0,56,15000.0,1677,3,0,8,1
New credit,Car,7000.0,899,62.374507,38.465309,7000.0,149.25,54,7000.0,1638,3,4,17,0
New credit,Car,12000.0,899,62.380236,12.569078,12000.0,229.53,60,12000.0,1724,3,2,6,0
New credit,Remaining debt home,24000.0,1006,62.392891,27.755042,24000.0,301.48,96,24000.0,1638,3,4,14,0
New credit,Existing loan takeover,5000.0,788,62.40449,28.820395,3500.0,400.0,66,23000.0,1620,3,3,7,1
New credit,Existing loan takeover,18000.0,899,62.409696,12.596768,9900.0,337.98,60,18000.0,1680,3,0,9,0
New credit,Existing loan takeover,15000.0,899,62.413084,31.426679,8304.0,300.0,56,15000.0,1631,3,4,16,0
Limit raise,other,0.0,899,62.420358,63.940941,8304.0,300.0,56,15000.0,1645,3,2,7,1
New credit,Home improvement,15000.0,1064,62.423289,18.45321,15000.0,157.59,120,15000.0,1725,3,2,13,1
New credit,Home improvement,10000.0,799,62.427389,13.56906,5000.0,100.0,134,10000.0,1686,3,1,7,0
New credit,Car,15000.0,959,62.428187,7.791502,15000.0,250.0,69,15000.0,1650,3,3,9,1
New credit,Existing loan takeover,12000.0,955,62.42843,7.686962,8304.0,120.0,134,12000.0,1659,3,3,7,1
New credit,Car,15000.0,899,62.43903,19.762704,15000.0,397.36,41,15000.0,1690,3,1,15,1
New credit,Car,20000.0,899,62.443976,36.409763,8304.0,190.0,58,9500.0,1668,3,2,10,0
New credit,"Other, see explanation",6500.0,965,62.489211,18.691522,6500.0,234.79,30,6500.0,1725,3,2,14,1
New credit,Home improvement,25000.0,928,62.492094,31.605896,30000.0,403.65,88,30000.0,1567,4,4,11,1
New credit,Car,6000.0,958,62.497242,20.467611,6000.0,150.09,45,6000.0,1635,3,2,14,1
New credit,Car,10000.0,796,62.508812,10.350264,10000.0,219.42,80,15000.0,1634,3,3,17,1
New credit,Home improvement,10000.0,899,62.515785,31.324233,10000.0,163.64,72,10000.0,1640,3,4,14,0
